row_index,audio_path,speaker_id,split,gender,age,ethnicity,embedding_family,pdaf_mode
4121,ears_dataset_processed/val/p022/freeform_speech_02_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4122,ears_dataset_processed/val/p022/sentences_08_slow_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4123,ears_dataset_processed/val/p022/freeform_speech_02_320000_480000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4124,ears_dataset_processed/val/p022/rainbow_04_fast_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4125,ears_dataset_processed/val/p022/rainbow_07_regular_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4126,ears_dataset_processed/val/p022/sentences_01_fast_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4127,ears_dataset_processed/val/p022/emo_disgust_sentences_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4128,ears_dataset_processed/val/p022/emo_confusion_sentences_0_126884.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4129,ears_dataset_processed/val/p022/rainbow_06_fast_0_138651.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4130,ears_dataset_processed/val/p022/emo_extasy_freeform_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4131,ears_dataset_processed/val/p022/freeform_speech_02_2080000_2240000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4132,ears_dataset_processed/val/p022/freeform_speech_02_160000_320000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4133,ears_dataset_processed/val/p022/freeform_speech_04_2560000_2720000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4134,ears_dataset_processed/val/p022/freeform_speech_03_2080000_2240000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4135,ears_dataset_processed/val/p022/rainbow_03_whisper_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4136,ears_dataset_processed/val/p022/emo_desire_sentences_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4137,ears_dataset_processed/val/p022/rainbow_04_regular_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4138,ears_dataset_processed/val/p022/emo_extasy_sentences_0_142017.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4139,ears_dataset_processed/val/p022/emo_neutral_sentences_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4140,ears_dataset_processed/val/p022/emo_anger_freeform_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4141,ears_dataset_processed/val/p022/rainbow_06_slow_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4142,ears_dataset_processed/val/p022/sentences_22_regular_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4143,ears_dataset_processed/val/p022/freeform_speech_02_1440000_1600000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4144,ears_dataset_processed/val/p022/rainbow_03_lowpitch_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4145,ears_dataset_processed/val/p022/emo_sadness_freeform_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4146,ears_dataset_processed/val/p022/freeform_speech_06_2560000_2720000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4147,ears_dataset_processed/val/p022/emo_disappointment_freeform_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4148,ears_dataset_processed/val/p022/rainbow_06_whisper_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4149,ears_dataset_processed/val/p022/rainbow_04_lowpitch_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4150,ears_dataset_processed/val/p022/freeform_speech_05_160000_320000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4151,ears_dataset_processed/val/p022/freeform_speech_03_320000_480000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4152,ears_dataset_processed/val/p022/sentences_01_slow_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4153,ears_dataset_processed/val/p022/emo_disgust_freeform_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4154,ears_dataset_processed/val/p022/rainbow_03_loud_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4155,ears_dataset_processed/val/p022/emo_contentment_freeform_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4156,ears_dataset_processed/val/p022/sentences_02_slow_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4157,ears_dataset_processed/val/p022/sentences_01_slow_160000_320000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4158,ears_dataset_processed/val/p022/rainbow_05_loud_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4159,ears_dataset_processed/val/p022/freeform_speech_05_800000_960000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4160,ears_dataset_processed/val/p022/sentences_05_loud_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4161,ears_dataset_processed/val/p022/freeform_speech_06_1920000_2080000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4162,ears_dataset_processed/val/p022/rainbow_07_lowpitch_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4163,ears_dataset_processed/val/p022/rainbow_01_regular_0_138931.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4164,ears_dataset_processed/val/p022/emo_interest_freeform_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4165,ears_dataset_processed/val/p022/freeform_speech_03_1920000_2080000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4166,ears_dataset_processed/val/p022/rainbow_06_lowpitch_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4167,ears_dataset_processed/val/p022/freeform_speech_06_0_160000.wav,p022,val,male,36-45,white or caucasian,pdaf,neutral_mel128
4168,ears_dataset_processed/val/p062/rainbow_07_highpitch_0_160000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4169,ears_dataset_processed/val/p062/emo_confusion_sentences_0_108967.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4170,ears_dataset_processed/val/p062/freeform_speech_06_480000_640000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4171,ears_dataset_processed/val/p062/freeform_speech_01_1920000_2080000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4172,ears_dataset_processed/val/p062/rainbow_06_regular_0_160000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4173,ears_dataset_processed/val/p062/freeform_speech_02_320000_480000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4174,ears_dataset_processed/val/p062/emo_disappointment_freeform_160000_320000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4175,ears_dataset_processed/val/p062/freeform_speech_02_480000_640000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4176,ears_dataset_processed/val/p062/freeform_speech_04_640000_800000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4177,ears_dataset_processed/val/p062/freeform_speech_04_2240000_2400000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4178,ears_dataset_processed/val/p062/rainbow_05_fast_0_160000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4179,ears_dataset_processed/val/p062/emo_disappointment_sentences_0_158995.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4180,ears_dataset_processed/val/p062/freeform_speech_02_160000_320000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4181,ears_dataset_processed/val/p062/freeform_speech_06_960000_1120000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4182,ears_dataset_processed/val/p062/freeform_speech_04_1920000_2080000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4183,ears_dataset_processed/val/p062/freeform_speech_03_2080000_2240000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4184,ears_dataset_processed/val/p062/emo_embarassment_freeform_0_160000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4185,ears_dataset_processed/val/p062/rainbow_07_loud_0_160000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4186,ears_dataset_processed/val/p062/rainbow_03_slow_0_160000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4187,ears_dataset_processed/val/p062/rainbow_06_slow_0_160000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4188,ears_dataset_processed/val/p062/emo_amusement_sentences_0_143505.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4189,ears_dataset_processed/val/p062/emo_embarassment_sentences_0_160000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4190,ears_dataset_processed/val/p062/sentences_22_regular_0_160000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4191,ears_dataset_processed/val/p062/freeform_speech_03_2240000_2400000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4192,ears_dataset_processed/val/p062/rainbow_03_lowpitch_0_160000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4193,ears_dataset_processed/val/p062/sentences_02_lowpitch_0_160000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4194,ears_dataset_processed/val/p062/emo_confusion_freeform_0_160000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4195,ears_dataset_processed/val/p062/rainbow_05_whisper_0_160000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4196,ears_dataset_processed/val/p062/rainbow_01_loud_0_160000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4197,ears_dataset_processed/val/p062/rainbow_04_lowpitch_0_160000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4198,ears_dataset_processed/val/p062/freeform_speech_05_160000_320000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4199,ears_dataset_processed/val/p062/emo_desire_sentences_0_139514.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4200,ears_dataset_processed/val/p062/freeform_speech_04_1280000_1440000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4201,ears_dataset_processed/val/p062/rainbow_06_loud_0_160000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4202,ears_dataset_processed/val/p062/rainbow_03_loud_0_160000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4203,ears_dataset_processed/val/p062/emo_pride_freeform_0_160000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4204,ears_dataset_processed/val/p062/freeform_speech_04_1760000_1920000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4205,ears_dataset_processed/val/p062/rainbow_01_whisper_0_160000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4206,ears_dataset_processed/val/p062/sentences_15_regular_0_154606.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4207,ears_dataset_processed/val/p062/rainbow_01_lowpitch_0_160000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4208,ears_dataset_processed/val/p062/rainbow_07_lowpitch_0_160000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4209,ears_dataset_processed/val/p062/emo_desire_freeform_0_160000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4210,ears_dataset_processed/val/p062/emo_guilt_freeform_0_160000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4211,ears_dataset_processed/val/p062/rainbow_04_whisper_0_160000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4212,ears_dataset_processed/val/p062/sentences_01_loud_0_160000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4213,ears_dataset_processed/val/p062/freeform_speech_01_1120000_1280000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4214,ears_dataset_processed/val/p062/emo_interest_sentences_0_128932.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4215,ears_dataset_processed/val/p062/freeform_speech_05_480000_640000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4216,ears_dataset_processed/val/p062/emo_sadness_sentences_0_160000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4217,ears_dataset_processed/val/p062/rainbow_06_lowpitch_0_160000.wav,p062,val,female,18-25,hispanic or latino,pdaf,neutral_mel128
4218,ears_dataset_processed/val/p093/sentences_10_fast_0_160000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4219,ears_dataset_processed/val/p093/sentences_17_regular_0_160000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4220,ears_dataset_processed/val/p093/freeform_speech_05_0_160000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4221,ears_dataset_processed/val/p093/freeform_speech_06_2400000_2560000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4222,ears_dataset_processed/val/p093/freeform_speech_03_1120000_1280000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4223,ears_dataset_processed/val/p093/sentences_16_regular_0_160000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4224,ears_dataset_processed/val/p093/emo_relief_sentences_0_156079.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4225,ears_dataset_processed/val/p093/sentences_04_whisper_0_160000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4226,ears_dataset_processed/val/p093/freeform_speech_02_320000_480000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4227,ears_dataset_processed/val/p093/freeform_speech_02_480000_640000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4228,ears_dataset_processed/val/p093/freeform_speech_04_2240000_2400000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4229,ears_dataset_processed/val/p093/sentences_01_fast_0_160000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4230,ears_dataset_processed/val/p093/emo_anger_freeform_0_145779.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4231,ears_dataset_processed/val/p093/freeform_speech_02_1920000_2080000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4232,ears_dataset_processed/val/p093/emo_extasy_freeform_0_160000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4233,ears_dataset_processed/val/p093/freeform_speech_06_1280000_1440000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4234,ears_dataset_processed/val/p093/freeform_speech_04_2560000_2720000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4235,ears_dataset_processed/val/p093/freeform_speech_02_2240000_2400000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4236,ears_dataset_processed/val/p093/freeform_speech_06_960000_1120000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4237,ears_dataset_processed/val/p093/rainbow_08_slow_160000_320000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4238,ears_dataset_processed/val/p093/freeform_speech_04_1920000_2080000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4239,ears_dataset_processed/val/p093/freeform_speech_04_480000_640000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4240,ears_dataset_processed/val/p093/emo_distress_sentences_0_160000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4241,ears_dataset_processed/val/p093/freeform_speech_03_1600000_1760000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4242,ears_dataset_processed/val/p093/freeform_speech_05_1120000_1280000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4243,ears_dataset_processed/val/p093/sentences_03_whisper_0_160000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4244,ears_dataset_processed/val/p093/rainbow_08_loud_0_160000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4245,ears_dataset_processed/val/p093/rainbow_03_slow_0_160000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4246,ears_dataset_processed/val/p093/sentences_08_slow_160000_320000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4247,ears_dataset_processed/val/p093/emo_confusion_freeform_160000_320000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4248,ears_dataset_processed/val/p093/rainbow_06_slow_0_160000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4249,ears_dataset_processed/val/p093/rainbow_02_regular_0_160000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4250,ears_dataset_processed/val/p093/emo_embarassment_sentences_0_160000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4251,ears_dataset_processed/val/p093/rainbow_08_regular_0_160000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4252,ears_dataset_processed/val/p093/freeform_speech_01_2080000_2240000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4253,ears_dataset_processed/val/p093/freeform_speech_05_2080000_2240000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4254,ears_dataset_processed/val/p093/rainbow_04_slow_320000_480000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4255,ears_dataset_processed/val/p093/freeform_speech_06_2240000_2400000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4256,ears_dataset_processed/val/p093/emo_serenity_sentences_0_148775.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4257,ears_dataset_processed/val/p093/rainbow_07_fast_0_160000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4258,ears_dataset_processed/val/p093/emo_serenity_freeform_0_160000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4259,ears_dataset_processed/val/p093/freeform_speech_05_3200000_3360000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4260,ears_dataset_processed/val/p093/rainbow_06_whisper_0_160000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4261,ears_dataset_processed/val/p093/rainbow_01_loud_0_160000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4262,ears_dataset_processed/val/p093/sentences_07_slow_0_160000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4263,ears_dataset_processed/val/p093/freeform_speech_05_160000_320000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4264,ears_dataset_processed/val/p093/freeform_speech_04_1280000_1440000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4265,ears_dataset_processed/val/p093/rainbow_06_loud_0_160000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4266,ears_dataset_processed/val/p093/emo_disgust_freeform_0_160000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4267,ears_dataset_processed/val/p093/sentences_23_regular_0_160000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4268,ears_dataset_processed/val/p093/rainbow_08_regular_160000_320000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4269,ears_dataset_processed/val/p093/emo_guilt_sentences_0_158976.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4270,ears_dataset_processed/val/p093/emo_desire_freeform_0_160000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4271,ears_dataset_processed/val/p093/freeform_speech_02_2720000_2880000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4272,ears_dataset_processed/val/p093/sentences_01_loud_0_160000.wav,p093,val,female,56-65,white or caucasian,pdaf,neutral_mel128
4273,ears_dataset_processed/val/p092/freeform_speech_04_2720000_2880000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4274,ears_dataset_processed/val/p092/sentences_02_whisper_0_160000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4275,ears_dataset_processed/val/p092/sentences_02_regular_160000_320000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4276,ears_dataset_processed/val/p092/freeform_speech_05_0_160000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4277,ears_dataset_processed/val/p092/emo_guilt_sentences_0_160000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4278,ears_dataset_processed/val/p092/rainbow_05_regular_0_160000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4279,ears_dataset_processed/val/p092/freeform_speech_01_1920000_2080000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4280,ears_dataset_processed/val/p092/emo_relief_freeform_0_160000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4281,ears_dataset_processed/val/p092/rainbow_08_whisper_0_160000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4282,ears_dataset_processed/val/p092/freeform_speech_02_1760000_1920000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4283,ears_dataset_processed/val/p092/freeform_speech_02_320000_480000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4284,ears_dataset_processed/val/p092/rainbow_04_fast_0_160000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4285,ears_dataset_processed/val/p092/freeform_speech_04_2240000_2400000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4286,ears_dataset_processed/val/p092/sentences_01_fast_0_160000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4287,ears_dataset_processed/val/p092/freeform_speech_02_2560000_2720000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4288,ears_dataset_processed/val/p092/freeform_speech_03_960000_1120000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4289,ears_dataset_processed/val/p092/emo_extasy_freeform_0_160000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4290,ears_dataset_processed/val/p092/freeform_speech_05_2720000_2880000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4291,ears_dataset_processed/val/p092/freeform_speech_02_2080000_2240000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4292,ears_dataset_processed/val/p092/freeform_speech_04_2080000_2240000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4293,ears_dataset_processed/val/p092/freeform_speech_06_1280000_1440000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4294,ears_dataset_processed/val/p092/freeform_speech_02_160000_320000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4295,ears_dataset_processed/val/p092/freeform_speech_04_2560000_2720000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4296,ears_dataset_processed/val/p092/freeform_speech_06_960000_1120000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4297,ears_dataset_processed/val/p092/emo_distress_sentences_0_160000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4298,ears_dataset_processed/val/p092/rainbow_06_fast_0_160000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4299,ears_dataset_processed/val/p092/freeform_speech_05_1120000_1280000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4300,ears_dataset_processed/val/p092/rainbow_07_loud_0_160000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4301,ears_dataset_processed/val/p092/rainbow_03_slow_0_160000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4302,ears_dataset_processed/val/p092/emo_confusion_freeform_160000_320000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4303,ears_dataset_processed/val/p092/emo_anger_freeform_0_160000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4304,ears_dataset_processed/val/p092/sentences_01_regular_160000_320000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4305,ears_dataset_processed/val/p092/freeform_speech_03_1440000_1600000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4306,ears_dataset_processed/val/p092/emo_embarassment_sentences_0_160000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4307,ears_dataset_processed/val/p092/freeform_speech_04_1120000_1280000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4308,ears_dataset_processed/val/p092/freeform_speech_06_2240000_2400000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4309,ears_dataset_processed/val/p092/sentences_21_regular_0_160000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4310,ears_dataset_processed/val/p092/rainbow_01_highpitch_0_160000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4311,ears_dataset_processed/val/p092/rainbow_08_highpitch_160000_320000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4312,ears_dataset_processed/val/p092/emo_serenity_freeform_0_160000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4313,ears_dataset_processed/val/p092/sentences_01_highpitch_0_160000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4314,ears_dataset_processed/val/p092/sentences_07_slow_0_160000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4315,ears_dataset_processed/val/p092/freeform_speech_04_320000_480000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4316,ears_dataset_processed/val/p092/emo_disgust_freeform_0_160000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4317,ears_dataset_processed/val/p092/rainbow_03_loud_0_160000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4318,ears_dataset_processed/val/p092/rainbow_05_loud_0_160000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4319,ears_dataset_processed/val/p092/freeform_speech_04_1760000_1920000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4320,ears_dataset_processed/val/p092/freeform_speech_05_800000_960000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4321,ears_dataset_processed/val/p092/sentences_23_regular_0_160000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4322,ears_dataset_processed/val/p092/sentences_05_loud_0_160000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4323,ears_dataset_processed/val/p092/rainbow_08_regular_160000_320000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4324,ears_dataset_processed/val/p092/rainbow_07_lowpitch_0_160000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
4325,ears_dataset_processed/val/p092/emo_desire_freeform_0_160000.wav,p092,val,female,36-45,white or caucasian,pdaf,neutral_mel128
